,Jan,Aug,Sept,Oct,Nov,Dec,Team1Site,Team2Site,Team1_Win_Precentage,ML1,Team1_AP_Rank,Team1_W,Team1_L,Team1_OSRS,Team1_DSRS,Team1_SRS,Team1_ScoringOff,Team1_ScoringDef,Team1_PassingOff,Team1_PassingDef,Team1_RushingOff,Team1_RushingDef,Team1_TotalOff,Team1_TotalDef,Team1_ACC,Team1_American,Team1_Big12,Team1_BigEast,Team1_BigTen,Team1_CUSA,Team1_Ind,Team1_MAC,Team1_MWC,Team1_Pac-10,Team1_Pac-12,Team1_SEC,Team1_SunBelt,Team1_WAC,Team2_Win_Precentage,ML2,Team2_AP_Rank,Team2_W,Team2_L,Team2_OSRS,Team2_DSRS,Team2_SRS,Team2_ScoringOff,Team2_ScoringDef,Team2_PassingOff,Team2_PassingDef,Team2_RushingOff,Team2_RushingDef,Team2_TotalOff,Team2_ACC,Team2_American,Team2_Big12,Team2_BigEast,Team2_BigTen,Team2_CUSA,Team2_Ind,Team2_MAC,Team2_MWC,Team2_Pac-10,Team2_Pac-12,Team2_SEC,Team2_SunBelt,Team2_WAC,Team2_TotalDef,Spread_Open,Spread_Close
4546,0,0,0,1,0,0,1,-1,0.5714285714285714,-1300,67.0,8.0,6.0,1.15,-0.79,0.36,48.03,12.25,12.34,5.64,6.61,3.08,7.52,4.63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.16666666666666666,800,67.0,2.0,10.0,-9.71,-7.32,-17.03,32.58,19.87,8.82,6.74,5.33,4.05,6.59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.21,-18.5,-21.0
1755,0,0,1,0,0,0,1,-1,0.4166666666666667,130,67.0,5.0,7.0,-9.8,4.45,-5.35,18.19,22.84,6.32,7.51,1.62,4.15,4.45,5.17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5384615384615384,-144,67.0,7.0,6.0,1.2,0.26,1.46,29.4,25.5,6.84,7.49,2.16,5.51,5.16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.91,1.0,3.0
4165,0,0,0,0,0,1,0,0,0.7142857142857143,-135,19.0,10.0,4.0,6.51,5.39,11.9,77.6,-19.51,10.95,2.86,7.18,1.6,8.97,2.14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8571428571428571,115,16.0,12.0,2.0,11.44,-0.86,10.58,82.44,-13.24,12.37,2.89,7.57,1.18,9.61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.13,-4.0,-2.5
6646,0,0,0,0,1,0,1,-1,0.7692307692307693,-339,25.0,10.0,3.0,12.29,-3.77,8.52,80.74,-8.29,11.5,3.44,7.61,2.02,9.9,2.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5384615384615384,289,67.0,7.0,6.0,8.95,-8.24,0.71,74.96,-2.71,10.81,5.22,7.26,2.69,9.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.46,-11.5,-11.0
6225,0,0,1,0,0,0,1,-1,0.4166666666666667,-600,67.0,5.0,7.0,-3.22,6.59,3.36,63.35,-15.13,10.35,2.85,6.84,2.78,8.36,2.45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3333333333333333,425,67.0,4.0,8.0,3.26,-2.23,1.03,69.98,-5.94,10.3,3.04,7.57,2.2,8.98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.31,-10.5,-13.5
789,0,0,0,0,0,1,0,0,0.4615384615384616,110,67.0,6.0,7.0,-0.61,2.38,1.78,30.17,21.7,8.19,6.28,3.06,4.8,5.73,5.47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6153846153846154,-130,67.0,8.0,5.0,1.09,4.06,5.15,27.75,20.28,8.15,6.29,2.92,4.54,5.57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.32,1.5,1.0
4533,0,0,0,1,0,0,1,-1,0.5384615384615384,-181,67.0,7.0,6.0,-0.65,7.11,6.46,42.88,5.82,8.99,4.23,5.6,2.49,7.04,3.55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4615384615384616,161,67.0,6.0,7.0,12.97,-10.71,2.26,53.86,21.87,10.0,5.87,6.03,4.17,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.2,-7.0,-4.5
1724,0,0,1,0,0,0,1,-1,0.3333333333333333,-389,67.0,4.0,8.0,-3.97,0.13,-3.84,23.28,26.31,6.22,6.62,2.79,5.4,5.07,5.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,336,67.0,8.0,4.0,2.14,7.56,9.7,30.83,18.0,6.68,7.08,2.5,4.34,5.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33,-7.0,-10.0
3613,0,0,1,0,0,0,1,-1,0.7692307692307693,-1000,9.0,10.0,3.0,10.88,7.96,18.84,89.55,-26.48,12.7,1.21,9.22,1.28,10.6,1.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5384615384615384,650,67.0,7.0,6.0,3.72,4.42,8.13,77.48,-23.24,11.12,2.25,6.88,1.19,8.79,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.62,-17.5,-18.5
2572,0,0,1,0,0,0,1,-1,0.7857142857142857,-2500,11.0,11.0,3.0,5.99,12.97,18.96,38.64,10.11,0.9,14.31,1.11,6.87,0.95,10.14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,1379,67.0,6.0,6.0,5.04,-8.32,-3.28,32.55,34.59,-0.4,16.59,-0.14,9.89,0.54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.52,-25.5,-25.0
687,0,0,0,0,1,0,1,-1,0.4166666666666667,133,67.0,5.0,7.0,4.57,3.03,7.6,33.39,18.03,7.61,6.86,3.33,4.58,5.52,5.34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6153846153846154,-147,67.0,8.0,5.0,8.08,1.48,9.57,37.27,20.35,7.45,6.65,4.58,5.11,6.07,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.77,3.5,3.0
3285,0,0,0,0,0,1,0,0,0.8461538461538461,-600,9.0,11.0,2.0,12.56,8.7,21.27,50.03,15.36,1.0,14.16,1.95,8.32,1.73,10.51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6153846153846154,445,67.0,8.0,5.0,3.09,4.36,7.45,33.55,19.77,-1.6,15.05,0.35,8.41,-0.26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.99,-10.5,-15.0
6044,0,0,1,0,0,0,1,-1,0.3333333333333333,120,67.0,4.0,8.0,4.2,-6.65,-2.45,71.08,-6.07,11.37,4.12,7.32,2.45,9.38,2.77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7857142857142857,-140,9.0,11.0,3.0,2.41,12.3,14.71,72.78,-26.08,11.43,2.75,7.0,0.52,9.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.2,2.5,2.5
463,0,0,0,1,0,0,1,-1,0.7692307692307693,-15000,67.0,10.0,3.0,2.92,5.38,8.3,35.2,20.02,8.19,7.3,3.67,4.45,5.99,5.64,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.25,5000,67.0,3.0,9.0,-8.99,-1.87,-10.86,17.45,33.64,6.98,8.41,2.38,6.24,4.77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.84,-30.5,-31.0
100,0,0,1,0,0,0,1,-1,0.4615384615384616,342,67.0,6.0,7.0,-0.61,2.38,1.78,30.17,21.7,8.19,6.28,3.06,4.8,5.73,5.47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9230769230769232,-398,3.0,12.0,1.0,13.04,8.5,21.54,51.13,14.36,8.43,5.29,5.28,4.28,6.68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.71,13.5,10.5
4042,0,0,0,0,1,0,1,-1,0.7692307692307693,-1080,25.0,10.0,3.0,3.75,3.46,7.22,78.72,-19.86,11.18,2.4,6.87,1.04,8.71,1.76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,780,67.0,4.0,8.0,-9.83,-1.07,-10.9,58.62,-15.07,10.35,3.63,6.21,1.94,8.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.54,-18.5,-19.5
5343,0,0,0,1,0,0,1,-1,0.7142857142857143,-450,67.0,10.0,4.0,2.0,6.96,8.97,78.15,-26.73,13.67,0.92,8.6,-0.5,10.19,0.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666667,375,67.0,5.0,7.0,-1.42,-3.42,-4.84,73.53,-13.21,12.46,1.5,8.2,0.79,9.74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.68,-12.5,-11.5
4794,0,0,0,0,1,0,1,-1,0.3333333333333333,-370,67.0,4.0,8.0,-4.82,-2.44,-7.26,38.94,16.3,8.07,6.14,4.59,3.2,6.45,4.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.15384615384615385,300,67.0,2.0,11.0,-11.44,-5.28,-16.72,30.94,22.91,6.63,7.09,3.88,3.08,5.36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.46,-8.0,-8.5
4009,0,0,0,0,1,0,1,-1,0.5384615384615384,-2400,67.0,7.0,6.0,9.39,-2.69,6.7,81.0,-16.69,12.65,2.89,7.64,2.49,10.03,2.63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4615384615384616,1375,67.0,6.0,7.0,-8.4,0.77,-7.63,60.74,-15.33,9.8,3.14,6.33,1.82,7.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.31,-25.5,-24.0
2134,0,0,0,1,0,0,1,-1,0.4615384615384616,-140,67.0,6.0,7.0,-1.69,7.09,5.4,28.67,16.3,5.42,7.65,3.57,5.02,5.01,5.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6153846153846154,120,67.0,8.0,5.0,18.47,-7.25,11.22,49.04,30.33,8.71,7.84,4.37,5.35,6.77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.13,-2.0,-2.5
6587,0,0,0,0,1,0,1,-1,0.4166666666666667,-115,67.0,5.0,7.0,-3.22,6.59,3.36,63.35,-15.13,10.35,2.85,6.84,2.78,8.36,2.45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3333333333333333,-105,67.0,4.0,8.0,5.95,-4.43,1.52,69.93,-5.01,11.35,3.8,6.47,3.29,9.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.23,-2.5,-1.0
2066,0,0,0,1,0,0,1,-1,0.08333333333333333,675,67.0,1.0,11.0,-15.59,-5.37,-20.97,11.63,42.24,4.19,8.79,1.61,6.68,3.51,6.89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6153846153846154,-975,67.0,8.0,5.0,-7.22,6.95,-0.27,19.24,21.78,5.27,7.22,2.97,4.99,4.65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.51,17.0,19.5
893,0,0,1,0,0,0,1,-1,0.4615384615384616,-1000,67.0,6.0,7.0,-0.21,4.87,4.66,27.92,18.4,6.27,7.11,4.17,4.18,5.06,5.26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6923076923076923,600,67.0,9.0,4.0,13.83,-6.99,6.84,41.9,32.17,7.01,8.33,4.34,4.58,5.81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.23,-17.5,-17.5
1087,0,0,0,1,0,0,1,-1,0.25,-255,67.0,3.0,9.0,-6.41,-2.47,-8.88,24.06,28.69,4.86,8.86,5.0,5.49,5.09,6.47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.15384615384615385,215,67.0,2.0,11.0,-9.85,-9.26,-19.11,17.52,39.39,4.74,8.7,2.98,5.41,4.23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.49,-6.0,-7.0
6050,0,0,1,0,0,0,1,-1,0.8571428571428571,-235,4.0,12.0,2.0,5.99,14.63,20.62,78.57,-29.25,11.25,1.67,7.66,0.31,9.55,0.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857143,195,10.0,10.0,4.0,5.78,12.17,17.95,75.74,-26.85,12.55,1.29,7.49,0.68,9.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,-6.0,-6.0
4764,0,0,0,0,1,0,1,-1,0.4615384615384616,240,67.0,6.0,7.0,12.97,-10.71,2.26,53.86,21.87,10.0,5.87,6.03,4.17,7.6,5.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8571428571428571,-300,9.0,12.0,2.0,3.7,7.1,10.8,47.34,5.71,9.61,4.93,5.71,2.43,7.09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.88,7.0,7.0
4814,0,0,0,0,1,0,1,-1,0.6153846153846154,115,67.0,8.0,5.0,2.7,0.24,2.94,48.43,12.15,8.08,6.04,5.96,2.64,6.82,4.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6153846153846154,-135,67.0,8.0,5.0,3.92,2.4,6.32,45.99,8.12,9.06,5.03,6.04,2.96,7.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22,3.5,2.0
993,0,0,1,0,0,0,1,-1,0.3333333333333333,305,67.0,4.0,8.0,3.65,-5.1,-1.46,32.89,29.02,7.33,8.39,2.95,5.01,5.98,6.37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8461538461538461,-370,7.0,11.0,2.0,10.65,7.13,17.78,45.62,16.41,8.29,7.36,4.69,3.44,6.56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.13,10.0,10.0
1845,0,0,1,0,0,0,1,-1,1.0,-36000,3.0,12.0,0.0,9.92,3.89,13.81,39.52,21.5,7.45,6.86,4.22,4.64,5.86,5.35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.25,12000,67.0,3.0,9.0,-3.52,-8.13,-11.66,25.79,37.37,6.92,9.17,2.0,6.13,5.16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.83,-37.5,-35.0
325,0,0,0,1,0,0,1,-1,0.5384615384615384,-190,67.0,7.0,6.0,9.12,-7.71,1.41,36.76,33.63,8.93,8.21,4.99,5.34,6.65,6.46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8461538461538461,165,14.0,11.0,2.0,4.4,5.51,9.91,31.79,21.05,8.36,6.29,3.63,4.76,5.88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.5,-5.0,-5.0
2708,0,0,1,0,0,0,1,-1,0.16666666666666666,120,67.0,2.0,10.0,-8.65,-9.52,-18.17,17.85,43.0,-2.69,19.23,-0.41,10.56,-1.3,13.77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5833333333333334,-140,67.0,7.0,5.0,-3.11,0.1,-3.01,23.62,26.73,-2.31,16.09,0.49,8.18,-0.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.52,1.0,2.5
2855,0,0,0,1,0,0,1,-1,0.6153846153846154,565,67.0,8.0,5.0,6.13,3.88,10.01,34.67,20.29,0.62,14.85,0.55,8.46,0.54,11.13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8461538461538461,-740,13.0,11.0,2.0,12.51,4.35,16.87,54.83,22.0,1.74,15.18,1.22,8.17,1.63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.99,10.5,17.0
2308,0,0,0,0,1,0,1,-1,0.25,-340,67.0,3.0,9.0,-3.52,-8.13,-11.66,25.79,37.37,6.92,9.17,2.0,6.13,5.16,6.83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3333333333333333,280,67.0,4.0,8.0,-7.3,-3.8,-11.09,19.87,30.87,5.88,7.45,2.22,5.55,4.11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.9,-10.0,-9.0
765,0,0,0,0,0,1,1,-1,0.7142857142857143,-8213,67.0,10.0,4.0,5.69,0.86,6.55,37.78,25.54,8.71,6.85,3.49,4.93,6.91,5.68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.15384615384615385,4537,67.0,2.0,11.0,-6.25,-5.61,-11.86,21.27,36.37,6.73,8.3,2.02,6.18,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.68,-33.0,-32.5
1750,0,0,1,0,0,0,1,-1,0.6923076923076923,-33750,19.0,9.0,4.0,8.01,3.18,11.18,40.32,21.21,8.06,7.99,3.78,5.35,6.14,5.78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3076923076923077,16250,67.0,4.0,9.0,-6.08,-3.83,-9.91,22.22,32.1,4.85,9.16,4.15,6.83,5.07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.49,-37.0,-39.5
2397,0,0,0,0,1,0,1,-1,0.5384615384615384,175,67.0,7.0,6.0,5.71,4.82,10.53,36.49,18.91,7.91,6.95,4.08,4.89,6.62,5.42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9230769230769232,-195,4.0,12.0,1.0,1.84,15.15,16.98,33.52,9.71,7.7,6.16,4.28,4.33,6.23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.83,5.0,4.0
6555,0,0,0,0,1,0,1,-1,0.6153846153846154,100,67.0,8.0,5.0,-0.61,-4.42,-5.03,64.58,-7.7,10.33,3.12,6.06,2.43,8.56,2.35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4166666666666667,-120,67.0,5.0,7.0,-3.63,-0.47,-4.09,60.44,-12.02,10.26,4.16,5.54,2.02,8.21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.52,1.0,1.0
6202,0,0,1,0,0,0,1,-1,0.15384615384615385,110,67.0,2.0,11.0,-10.41,-7.98,-18.4,54.99,5.37,9.7,4.5,5.78,3.2,7.95,3.15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4615384615384616,-130,67.0,6.0,7.0,-2.77,0.59,-2.18,66.41,-9.47,9.97,2.79,6.83,2.24,8.65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.07,2.5,2.0
1840,0,0,1,0,0,0,1,-1,0.6923076923076923,255,67.0,9.0,4.0,3.36,-4.96,-1.6,30.2,32.15,5.33,8.58,3.37,6.18,4.85,6.71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,-310,67.0,3.0,9.0,-5.09,-1.04,-6.13,22.02,26.75,5.7,8.51,3.31,4.69,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.77,11.0,7.5
3631,0,0,0,1,0,0,1,-1,0.6153846153846154,-140,67.0,8.0,5.0,-0.88,1.73,0.85,70.42,-17.89,10.16,2.85,7.45,1.58,8.75,2.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6923076923076923,120,67.0,9.0,4.0,-0.92,2.89,1.98,70.77,-18.97,11.32,2.49,6.05,0.87,8.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.64,-2.5,-2.5
6443,0,0,0,1,0,0,1,-1,0.6923076923076923,-265,67.0,9.0,4.0,-0.35,8.13,7.77,65.48,-21.15,11.13,2.7,6.62,1.21,9.1,1.65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4166666666666667,215,67.0,5.0,7.0,-1.92,-0.2,-2.11,65.56,-8.89,11.26,2.83,6.37,2.65,9.18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.26,-7.5,-7.0
3938,0,0,0,0,1,0,1,-1,0.7692307692307693,-1100,67.0,10.0,3.0,4.02,1.44,5.47,74.24,-15.17,13.04,2.94,7.2,2.36,10.07,2.73,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3076923076923077,800,67.0,4.0,9.0,-6.35,-2.73,-9.08,61.78,-11.9,9.73,3.89,6.04,1.83,7.76,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.67,-16.5,-21.0
1085,0,0,0,1,0,0,1,-1,0.6153846153846154,-800,67.0,8.0,5.0,-2.81,2.95,0.14,23.43,23.61,6.32,7.01,3.76,4.58,5.22,5.58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,550,67.0,2.0,10.0,-8.33,-4.92,-13.24,18.31,33.58,4.69,8.31,2.91,4.87,4.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16,-17.0,-16.5
4517,0,0,0,1,0,0,1,-1,0.4615384615384616,-230,67.0,6.0,7.0,1.47,-2.69,-1.23,45.49,13.4,8.23,5.19,5.88,2.48,6.77,3.79,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5384615384615384,195,67.0,7.0,6.0,-0.69,-4.39,-5.09,42.9,15.67,9.08,5.66,5.85,3.98,7.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.89,-6.0,-5.5
803,1,0,0,0,0,0,0,0,0.7142857142857143,105,67.0,10.0,4.0,-6.14,0.27,-5.86,18.35,28.07,6.72,7.62,1.97,5.35,4.61,6.31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4615384615384616,-125,67.0,6.0,7.0,-3.79,-6.81,-10.59,20.26,34.49,5.73,7.04,3.1,5.71,4.42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.99,1.5,1.5
3727,0,0,0,1,0,0,1,-1,0.3333333333333333,-310,67.0,4.0,8.0,-11.19,2.57,-8.62,56.7,-15.03,9.45,3.6,5.68,1.25,7.37,2.26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3333333333333333,255,67.0,4.0,8.0,-7.4,0.44,-6.95,63.98,-17.74,10.04,3.09,5.72,1.5,7.52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.18,-13.0,-8.0
1096,0,0,0,1,0,0,1,-1,0.2307692307692308,-160,67.0,3.0,10.0,-5.94,-2.73,-8.67,22.87,31.11,6.42,8.14,3.16,5.62,5.14,6.43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3333333333333333,140,67.0,4.0,8.0,-0.3,-5.31,-5.61,30.76,29.36,7.24,9.03,2.5,4.85,5.46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.42,-3.0,-3.0
5775,0,0,0,0,1,0,1,-1,0.16666666666666666,1100,67.0,2.0,10.0,-9.16,-1.49,-10.65,67.96,-12.97,11.68,1.43,7.66,1.14,9.27,1.48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666667,-2500,67.0,5.0,7.0,3.16,-1.41,1.75,77.22,-18.59,12.95,1.91,8.65,0.06,10.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.08,22.5,23.0
4209,0,0,1,0,0,0,1,-1,0.7692307692307693,315,23.0,10.0,3.0,-5.11,12.41,7.3,37.95,1.88,7.16,3.92,5.44,2.39,5.95,3.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8571428571428571,-395,3.0,12.0,2.0,12.14,6.67,18.81,56.49,3.59,11.37,4.77,6.47,2.91,8.08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.96,12.0,10.0
2678,0,0,1,0,0,0,1,-1,0.16666666666666666,305,67.0,2.0,10.0,-10.15,-12.69,-22.84,15.47,48.03,-3.34,19.66,-0.13,11.06,-1.2,14.23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7692307692307693,-385,67.0,10.0,3.0,6.64,-4.35,2.29,33.32,32.03,-1.6,16.61,-0.15,9.68,-0.03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.41,8.0,10.0
219,0,0,1,0,0,0,1,-1,0.6923076923076923,-114,15.0,9.0,4.0,0.13,8.98,9.11,30.03,14.39,8.49,5.95,3.92,3.91,5.58,4.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4615384615384616,100,67.0,6.0,7.0,2.63,3.72,6.35,35.28,19.44,9.08,6.77,3.63,4.45,6.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.21,-2.0,-1.0
3478,0,0,1,0,0,0,1,-1,0.5384615384615384,-160,67.0,7.0,6.0,4.25,-2.67,1.58,76.61,-13.17,11.39,2.48,7.01,1.49,9.11,1.92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5384615384615384,140,67.0,7.0,6.0,6.18,1.89,8.07,79.25,-21.2,12.12,1.91,7.24,1.54,9.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.69,-3.5,-3.5
3399,0,0,1,0,0,0,1,-1,0.5384615384615384,-805,67.0,7.0,6.0,3.72,4.42,8.13,77.48,-23.24,11.12,2.25,6.88,1.19,8.79,1.62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5384615384615384,578,67.0,7.0,6.0,3.01,-6.97,-3.96,76.43,-8.79,11.26,3.12,7.29,2.48,9.08,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.61,-17.5,-16.0
1192,0,0,0,1,0,0,1,-1,0.4615384615384616,225,67.0,6.0,7.0,0.38,-1.04,-0.66,28.87,26.88,6.83,7.24,2.93,5.33,5.08,5.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7857142857142857,-265,21.0,11.0,3.0,-0.65,8.86,8.21,28.39,16.82,7.34,6.91,3.77,3.94,5.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17,7.0,7.5
4699,0,0,0,1,0,0,1,-1,0.4615384615384616,-140,67.0,6.0,7.0,9.54,-4.63,4.91,52.86,14.58,9.25,6.55,5.61,2.26,7.27,4.67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6923076923076923,120,19.0,9.0,4.0,18.61,-7.56,11.05,61.92,19.96,10.82,5.07,7.37,3.79,8.52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.56,-2.5,-2.5
5293,0,0,1,0,0,0,1,-1,0.25,4000,67.0,3.0,9.0,-9.24,-4.36,-13.59,67.37,-11.84,11.45,2.96,7.5,0.55,9.04,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6923076923076923,-10000,21.0,9.0,4.0,8.81,3.06,11.87,92.04,-22.2,14.05,1.41,10.77,-0.95,11.68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6,23.5,31.0
3897,0,0,0,0,1,0,1,-1,0.4166666666666667,-170,67.0,5.0,7.0,-9.2,-0.03,-9.23,61.48,-14.72,9.33,3.16,6.57,1.74,8.08,2.31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5714285714285714,145,67.0,8.0,6.0,-0.59,-6.07,-6.66,69.21,-6.07,10.12,3.38,6.95,2.35,8.49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.82,-5.0,-3.5
5591,0,0,0,1,0,0,1,-1,0.6923076923076923,-275,67.0,9.0,4.0,3.28,3.85,7.13,78.04,-23.59,16.22,1.37,10.13,0.53,11.07,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,225,67.0,4.0,8.0,-3.03,1.67,-1.36,73.35,-21.42,12.19,3.04,8.62,0.01,9.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82,-8.0,-7.0
246,0,0,1,0,0,0,1,-1,0.25,-190,67.0,3.0,9.0,0.37,-5.43,-5.06,26.59,30.4,7.65,8.31,2.9,5.86,5.12,6.76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7857142857142857,165,67.0,11.0,3.0,2.35,1.96,4.32,33.37,24.53,7.43,7.18,4.95,5.48,6.08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.21,-4.0,-4.0
2432,0,0,0,0,0,1,0,0,0.4615384615384616,270,67.0,6.0,7.0,5.48,-5.76,-0.28,34.16,34.43,6.61,9.07,2.85,6.1,5.34,6.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7692307692307693,-330,67.0,10.0,3.0,3.62,5.09,8.71,31.41,21.88,7.32,7.42,4.25,5.45,6.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92,7.5,8.5
