,Date,Rot,VH,Team,1st,2nd,3rd,4th,Final,Open,Close,ML,2H,year
31,902,318,H,Tulane,7,10,0,10,27,10,9,NL,NL,2010
32,902,319,V,NorthDakota,0,0,0,0,0,NL,NL,NL,NL,2010
33,902,320,H,Idaho,10,7,14,14,45,20,20,NL,NL,2010
34,902,321,V,EastWashington,7,3,14,0,24,NL,NL,NL,NL,2010
35,902,322,H,Nevada,21,7,7,14,49,27,28.5,NL,NL,2010
36,903,147,V,ArizonaU,7,14,7,13,41,14.5,15,-650,7,2010
37,903,148,H,Toledo,0,2,0,0,2,57.5,58.5,475,26.5,2010
38,903,323,V,Villanova,0,14,0,10,24,48,48,170,NL,2010
39,903,324,H,Temple,7,3,3,18,31,4.5,4.5,-200,NL,2010
40,904,149,V,WesternMichigan,7,0,7,0,14,56.5,51,1132,23.5,2010
41,904,150,H,MichiganState,7,21,7,3,38,20.5,22.5,-1518,10,2010
42,904,151,V,MiamiOhio,3,3,3,3,12,53,54,13000,24.5,2010
43,904,152,H,Florida,0,21,0,13,34,30.5,38,-27000,17,2010
44,904,153,V,Illinois,3,10,0,0,13,57,52.5,431,24,2010
45,904,154,H,Missouri,0,3,7,13,23,12.5,13.5,-509,7,2010
46,904,155,V,Colorado,7,10,7,0,24,13.5,11.5,-446,4,2010
47,904,156,H,ColoradoState,0,0,0,3,3,47.5,46.5,379,21,2010
48,904,157,V,Northwestern,10,0,7,6,23,3,3.5,-157,1.5,2010
49,904,158,H,Vanderbilt,0,9,6,6,21,46.5,41,143,20.5,2010
50,904,159,V,Memphis,0,0,0,7,7,55,47.5,1075,21,2010
51,904,160,H,MississippiSt,14,7,21,7,49,22,21.5,-1425,9.5,2010
52,904,161,V,Texas,0,24,7,3,34,32.5,31.5,-9100,16.5,2010
53,904,162,H,Rice,3,7,0,7,17,63,56,4900,27.5,2010
54,904,163,V,Purdue,0,3,0,9,12,51.5,54,363,24,2010
55,904,164,H,NotreDame,7,6,7,3,23,12.5,11,-427,4,2010
56,904,165,V,Connecticut,0,10,0,0,10,54,51.5,143,26,2010
57,904,166,H,Michigan,14,7,3,6,30,2.5,3,-157,pk,2010
58,904,167,V,Kentucky,13,7,3,0,23,2,3,-150,23.5,2010
59,904,168,H,Louisville,0,6,7,3,16,51.5,48,136,pk,2010
60,904,169,V,NewMexico,0,0,0,0,0,59.5,55,9375,24,2010
61,904,170,H,Oregon,28,31,6,7,72,35,36,-18125,14.5,2010
62,904,171,V,UCLA,0,10,3,9,22,2.5,44.5,103,21,2010
63,904,172,H,KansasState,7,0,10,14,31,46.5,1,-117,pk,2010
64,904,173,V,Syracuse,7,10,6,6,29,8,8.5,-326,3.5,2010
65,904,174,H,Akron,0,3,0,0,3,43,42.5,284,20.5,2010
66,904,175,V,WashingtonU,7,10,0,0,17,55,1.5,-120,27.5,2010
67,904,176,H,BYU,5,8,10,0,23,3.5,56,106,0.5,2010
68,904,177,V,WashingtonState,0,10,0,7,17,47,50.5,507,26,2010
69,904,178,H,OklahomaState,17,21,13,14,65,16.5,16.5,-633,7,2010
70,904,179,V,SanJoseState,3,0,0,0,3,53,51,20800,24,2010
71,904,180,H,Alabama,14,17,10,7,48,38,39.5,-43200,16,2010
72,904,181,V,UtahState,0,10,14,0,24,57.5,56.5,9375,27.5,2010
73,904,182,H,Oklahoma,14,7,10,0,31,28,34,-18125,16.5,2010
74,904,183,V,Army,7,7,10,7,31,10,9.5,-346,6,2010
75,904,184,H,EasternMichigan,7,7,6,7,27,43,42,304,21,2010
76,904,185,V,OregonState,7,7,7,0,21,49.5,49.5,400,26.5,2010
77,904,186,H,TCU,7,14,7,2,30,14.5,13.5,-470,6.5,2010
78,904,187,V,NorthCarolina,0,10,0,14,24,39.5,43.5,274,21.5,2010
79,904,188,H,LSU,7,23,0,0,30,pk,7.5,-316,3,2010
80,904,189,V,CincinnatiU,7,7,0,0,14,57.5,57,123,28.5,2010
81,904,190,H,FresnoState,0,14,7,7,28,1,2.5,-137,2.5,2010
82,904,191,V,Wisconsin,14,3,24,0,41,18,20.5,-1233,11.5,2010
83,904,192,H,UNLV,7,7,0,7,21,58.5,55.5,917,28,2010
84,904,193,V,ULLafayette,0,7,0,0,7,55,53,2587,24,2010
85,904,194,H,Georgia,7,24,17,7,55,24,29,-4163,11,2010
86,904,195,V,WesternKentucky,0,0,3,7,10,50,53,15600,24,2010
87,904,196,H,Nebraska,14,7,14,14,49,31,39.5,-32400,17,2010
88,904,197,V,NorthTexas,0,7,0,3,10,60,55,2300,24.5,2010
89,904,198,H,Clemson,7,14,7,7,35,19.5,27.5,-3700,13.5,2010
90,904,199,V,BowlingGreen,14,3,10,0,27,56.5,53.5,461,27,2010
91,904,200,H,Troy,7,10,10,3,30,13,14.5,-559,8,2010
92,904,201,V,ArkansasState,6,10,7,3,26,54,52.5,6125,27,2010
93,904,202,H,Auburn,14,21,10,7,52,30.5,31,-11375,14,2010
94,904,325,V,Samford,0,3,3,0,6,NL,51.5,12500,24.5,2010
95,904,326,H,FloridaState,7,35,7,10,59,36,36.5,-40000,14,2010
96,904,327,V,YoungstownSt,7,0,0,7,14,NL,46.5,14000,21.5,2010
97,904,328,H,PennState,3,13,14,14,44,40.5,38.5,-46000,18,2010
98,904,329,V,EasternIllinois,0,7,0,0,7,NL,46,16500,22,2010
99,904,330,H,Iowa,21,7,2,7,37,39,40.5,-56000,17,2010
100,904,331,V,SoCarolinaSt,3,0,7,0,10,NL,58.5,7000,28,2010
101,904,332,H,GeorgiaTech,7,13,14,7,41,31.5,34.5,-23000,17,2010
102,904,333,V,WeberSt,3,7,3,7,20,NL,45,3500,22.5,2010
103,904,334,H,BostonCollege,14,17,7,0,38,24.5,31,-10000,13,2010
104,904,335,V,JacksonvilleSt,7,3,3,21,49,NL,49,2700,24,2010
105,904,336,H,Mississippi,14,17,0,3,48,28.5,29.5,-6750,12,2010
106,904,337,V,CoastalCarolina,0,0,0,0,0,NL,50,20000,24,2010
107,904,338,H,WestVirginia,7,3,14,7,31,41.5,41.5,-70000,17.5,2010
108,904,339,V,UCDavis,0,0,3,0,3,NL,56,8000,26.5,2010
109,904,340,H,California,7,28,14,3,52,35,37,-26000,14,2010
110,904,341,V,Richmond,7,3,3,0,13,NL,45,225,21.5,2010
111,904,342,H,Virginia,7,7,7,13,34,3,7,-285,3,2010
112,904,343,V,WesternCarolina,7,0,0,0,7,NL,54,6500,25.5,2010
113,904,344,H,NCState,14,17,17,0,48,36,32.5,-21500,12.5,2010
114,904,345,V,SouthDakota,0,7,0,0,7,NL,56.5,1700,27,2010
115,904,346,H,CentralFlorida,14,10,7,7,38,26.5,27,-4250,11.5,2010
116,904,347,V,Tenn.Martin,0,0,0,0,0,NL,63.5,13500,29,2010
117,904,348,H,TennesseeU,13,7,23,7,50,38.5,38.5,-44000,17,2010
118,904,349,V,CSSacramento,7,0,7,3,17,NL,69.5,20000,33,2010
119,904,350,H,Stanford,21,17,7,7,52,42,41.5,-70000,16,2010
120,904,351,V,StonyBrook,14,0,0,0,14,NL,47,12500,23.5,2010
121,904,352,H,SouthFlorida,14,17,21,7,59,37,36,-40000,17,2010
122,904,353,V,Wofford,7,0,3,0,10,NL,55.5,540,24.5,2010
123,904,354,H,Ohio,7,10,3,13,33,17,13,-900,5.5,2010
124,904,355,V,TennesseeTech,3,0,0,0,3,NL,64.5,NL,30,2010
125,904,356,H,Arkansas,0,23,21,0,44,49.5,49,NL,21.5,2010
126,904,357,V,Elon,3,10,0,14,27,NL,44.5,310,23,2010
127,904,358,H,Duke,14,13,0,14,41,7,8,-400,2.5,2010
128,904,359,V,SamHoustonSt,0,0,0,3,3,NL,59,16000,28,2010
129,904,360,H,Baylor,14,7,7,6,34,40,39.5,-54000,16.5,2010
130,904,361,V,StephenF.Austin,0,7,0,0,7,NL,66.5,6000,31.5,2010
131,904,362,H,TexasA&M,7,13,21,7,48,34,33,-20000,14.5,2010
132,904,363,V,NoDakotaState,0,3,3,0,6,NL,64.5,3000,28.5,2010
133,904,364,H,Kansas,3,0,0,0,3,NL,27,-7500,14,2010
134,904,365,V,LouisianaTech,7,10,0,3,20,27,63.5,1500,29,2010
135,904,366,H,Grambling,3,0,3,0,6,NL,24,-3750,10,2010
136,904,367,V,TexasState,7,0,7,14,28,NL,75.5,17500,35,2010
137,904,368,H,HoustonU,20,34,14,0,68,44,39.5,-60000,13.5,2010
138,904,369,V,NichollsSt,0,0,0,0,0,NL,60,5700,28,2010
139,904,370,H,SanDiegoState,0,20,10,17,47,33,32,-18500,14,2010
140,904,371,V,SouthernUtah,7,3,0,10,20,NL,52,1000,24.5,2010
141,904,372,H,Wyoming,7,7,14,0,28,21,22,-1750,10,2010
142,904,373,V,ArkPineBluff,7,3,0,0,10,NL,63,13500,29.5,2010
143,904,374,H,UTEP,7,7,14,3,31,38,38.5,-44000,17,2010
144,904,375,V,PortlandSt,3,3,3,0,9,NL,54,15000,26,2010
145,904,376,H,ArizonaState,16,14,14,10,54,39.5,39,-50000,16.5,2010
146,904,377,V,NorthwesternSt,7,14,0,0,21,NL,61,22500,32,2010
147,904,378,H,AirForce,14,10,28,13,65,48,44,-82500,19,2010
148,905,203,V,Tulsa,7,9,13,20,49,7,7,-250,4,2010
149,905,204,H,EastCarolina,10,7,7,27,51,59,56.5,210,28.5,2010
150,905,205,V,SMU,0,7,10,10,27,61,57.5,400,28,2010
151,905,206,H,TexasTech,7,14,14,0,35,13,13,-500,6.5,2010
152,906,207,V,Maryland,14,0,0,3,17,46.5,49.5,200,25.5,2010
153,906,208,H,Navy,0,7,7,0,14,6.5,6.5,-240,4,2010
154,906,209,V,BoiseState,17,3,6,7,33,2.5,53,-125,26.5,2010
155,906,210,H,VirginiaTech,0,14,13,3,30,49.5,1,105,3,2010
156,909,301,V,Auburn,7,10,0,0,17,2.5,1.5,-130,27,2010
157,909,302,H,MississippiSt,7,0,7,0,14,54,56,110,pk,2010
158,909,441,V,CentralMichigan,0,0,7,3,10,49,47,250,21.5,2010
159,909,442,H,Temple,0,7,3,0,13,8,7.5,-300,3,2010
160,910,303,V,WestVirginia,3,0,3,15,24,13,12,-475,7.5,2010
161,910,304,H,Marshall,7,7,0,7,21,47,46.5,375,22.5,2010
162,910,305,V,UTEP,7,3,7,7,24,72.5,76,915,37,2010
163,910,306,H,HoustonU,14,17,6,17,54,18,21,-1250,10,2010
164,911,307,V,GeorgiaTech,7,10,0,8,25,7,14,-531,7,2010
165,911,308,H,Kansas,7,7,7,7,28,49.5,51,444,24.5,2010
166,911,309,V,Memphis,3,7,7,10,27,56,56.5,415,27,2010
167,911,310,H,EastCarolina,28,7,7,7,49,13,14,-485,5.5,2010
168,911,311,V,Georgia,3,0,3,0,6,50.5,45,133,21,2010
169,911,312,H,SouthCarolina,7,7,0,3,17,2.5,3,-147,pk,2010
170,911,313,V,Duke,14,21,3,10,48,49.5,53,180,30.5,2010
171,911,314,H,WakeForest,7,28,6,13,54,3,6,-205,3,2010
172,911,315,V,Hawaii,14,7,7,3,31,51,53,138,26,2010
173,911,316,H,Army,0,7,21,0,28,3,3,-152,2.5,2010
174,911,317,V,SanJoseState,0,0,7,7,14,56,54,13000,23.5,2010
175,911,318,H,Wisconsin,7,10,3,7,27,38,39.5,-27000,17,2010
176,911,319,V,SouthFlorida,7,0,7,0,14,51,50.5,467,23.5,2010
177,911,320,H,Florida,0,7,21,10,38,15.5,15,-568,7,2010
178,911,321,V,Idaho,0,3,7,7,17,53.5,53.5,2875,24,2010
179,911,322,H,Nebraska,3,28,7,0,38,27.5,27.5,-4625,10.5,2010
180,911,323,V,LSU,0,10,0,17,27,9.5,10.5,-398,4,2010
181,911,324,H,Vanderbilt,0,0,3,0,3,44,46,342,20.5,2010
182,911,325,V,IowaState,0,0,0,7,7,44,45.5,431,20.5,2010
183,911,326,H,Iowa,7,21,7,0,35,13.5,13.5,-509,5.5,2010
184,911,327,V,Colorado,0,0,7,0,7,50.5,50,336,21.5,2010
185,911,328,H,California,14,17,0,21,52,4,10.5,-389,3,2010
186,911,329,V,FloridaState,7,0,0,10,17,56,57.5,231,24.5,2010
187,911,330,H,Oklahoma,14,20,10,3,47,10,6.5,-259,0.5,2010
188,911,331,V,Michigan,14,7,0,7,28,52,53,138,24.5,2010
189,911,332,H,NotreDame,7,0,10,7,24,6,3.5,-152,pk,2010
190,911,333,V,EasternMichigan,7,7,7,0,21,53,51.5,461,26,2010
191,911,334,H,MiamiOhio,7,7,7,7,28,18.5,14,-559,7,2010
192,911,335,V,KentState,0,3,3,7,13,47,46.5,628,21,2010
193,911,336,H,BostonCollege,3,3,14,6,26,17,17,-827,7,2010
194,911,337,V,MiamiFlorida,7,10,0,7,24,45,47,269,23.5,2010
195,911,338,H,OhioState,3,23,10,0,36,10,8.5,-311,3,2010
196,911,339,V,BYU,14,0,0,0,14,2.5,50,108,pk,2010
197,911,340,H,AirForce,7,14,7,7,35,48,1.5,-122,26.5,2010
198,911,341,V,UNLV,3,0,7,0,10,54.5,54,800,23.5,2010
199,911,342,H,Utah,3,14,14,7,38,21,20,-1088,8,2010
200,911,343,V,Oregon,3,10,14,21,48,13.5,10.5,-398,7,2010
201,911,344,H,TennesseeU,6,7,0,0,13,52.5,53,342,26,2010
202,911,347,V,BowlingGreen,7,7,0,6,20,60,62,545,30.5,2010
203,911,348,H,Tulsa,10,17,6,0,33,16.5,16.5,-693,7,2010
204,911,349,V,Wyoming,0,7,0,0,7,48,51,3237,24.5,2010
205,911,350,H,Texas,3,17,7,7,34,28,27.5,-5513,13,2010
206,911,351,V,LouisianaTech,3,7,6,0,16,63,59.5,645,28.5,2010
207,911,352,H,TexasA&M,7,14,17,10,48,17,18,-855,7,2010
208,911,353,V,Syracuse,10,0,0,10,20,49.5,51.5,415,24.5,2010
209,911,354,H,WashingtonU,3,10,14,14,41,10,13.5,-485,7,2010
210,911,355,V,Toledo,7,6,0,7,20,52.5,52.5,330,24.5,2010
211,911,356,H,Ohio,10,3,0,0,13,6.5,10,-380,6.5,2010
212,911,357,V,BuffaloU,0,3,3,0,6,46.5,52,472,24,2010
213,911,358,H,Baylor,10,17,7,0,34,16.5,14.5,-578,6.5,2010
214,911,359,V,PennState,0,0,0,3,3,45,44,501,20.5,2010
215,911,360,H,Alabama,7,10,0,7,24,9.5,14.5,-624,6.5,2010
216,911,361,V,NCState,7,14,7,0,28,51,52.5,138,24.5,2010
217,911,362,H,CentralFlorida,0,7,0,14,21,6.5,3,-152,3,2010
218,911,363,V,SanDiegoState,3,10,14,14,41,10.5,14,-485,7,2010
219,911,364,H,NewMexicoState,7,0,7,7,21,50,51,415,24,2010
220,911,365,V,UAB,7,0,0,0,7,56,55,358,24.5,2010
221,911,366,H,SMU,0,14,7,7,28,13.5,11,-417,4.5,2010
222,911,367,V,TexasTech,21,10,7,14,52,23,25,-2775,10,2010
223,911,368,H,NewMexico,3,14,0,0,17,55,56,1725,27.5,2010
224,911,369,V,Mississippi,0,24,0,3,27,21,21,-1136,8,2010
225,911,370,H,Tulane,0,3,7,3,13,49.5,50,839,23,2010
226,911,371,V,Stanford,10,3,15,7,35,8,6,-224,0.5,2010
227,911,372,H,UCLA,0,0,0,0,0,53.5,52.5,196,23.5,2010
228,911,373,V,ColoradoState,3,0,3,0,6,56,57.5,1427,24.5,2010
229,911,374,H,Nevada,17,17,7,10,51,21,24,-2023,10,2010
230,911,375,V,Virginia,0,7,0,7,14,47,53,1075,24.5,2010
231,911,376,H,USC,0,14,0,3,17,17.5,21,-1425,9.5,2010
232,911,377,V,WesternKentucky,7,7,7,7,28,53.5,53.5,1725,24.5,2010
233,911,378,H,Kentucky,14,28,7,14,63,24.5,24.5,-2775,10,2010
234,911,379,V,FloridaAtlantic,7,0,7,3,17,54,57,2300,27,2010
235,911,380,H,MichiganState,10,10,7,3,30,29,26,-3700,12,2010
236,911,381,V,ULMonroe,0,0,0,7,7,60,60,10675,27.5,2010
237,911,382,H,Arkansas,7,0,7,17,31,34,33.5,-20825,14.5,2010
238,911,383,V,Rice,16,7,3,6,32,55,57.5,148,29.5,2010
239,911,384,H,NorthTexas,7,14,7,3,31,3.5,3.5,-162,3,2010
240,911,385,V,ArkansasState,7,0,0,17,24,52,51.5,108,0.5,2010
241,911,386,H,ULLafayette,10,14,7,0,31,2,2,-122,24,2010
242,911,387,V,Troy,3,24,3,8,38,57,63,415,31.5,2010
243,911,388,H,OklahomaState,3,17,14,7,41,7.5,14,-485,9.5,2010
244,911,389,V,Rutgers,3,10,0,6,19,20,14.5,-531,7,2010
245,911,390,H,FloridaIntl,7,0,7,0,14,48,47.5,444,23,2010
246,911,391,V,TexasSouthern,0,0,0,3,3,NL,58,21500,NL,2010
247,911,392,H,Connecticut,24,21,10,7,62,42.5,43.5,-77500,17.5,2010
248,911,393,V,WesternIllinois,7,0,0,14,21,NL,49.5,4000,NL,2010
249,911,394,H,Purdue,7,10,7,7,31,31,28,-12500,13.5,2010
250,911,395,V,IllinoisSt,3,0,0,0,3,NL,57.5,1600,NL,2010
251,911,396,H,Northwestern,14,16,0,7,37,28,25,-4000,9.5,2010
252,911,397,V,GardnerWebb,3,14,7,7,38,NL,46.5,700,NL,2010
253,911,398,H,Akron,14,7,10,0,37,17,16.5,-1300,8,2010
254,911,399,V,SouthDakota,7,14,13,7,41,NL,54,3000,NL,2010
255,911,400,H,MinnesotaU,3,7,14,14,38,30,30,-7500,14.5,2010
256,911,401,V,McNeeseSt,0,0,0,6,6,NL,62.5,20000,31,2010
257,911,402,H,Missouri,14,19,17,0,50,34,39,-70000,14.5,2010
258,911,403,V,IndianaSt,0,7,0,0,7,NL,63,21500,NL,2010
259,911,404,H,CincinnatiU,3,9,28,0,40,42.5,45.5,-77500,20,2010
260,911,405,V,NewHampshire,0,3,7,6,16,NL,55.5,2000,NL,2010
261,911,406,H,PittsburghU,10,7,14,7,38,26.5,30,-5000,13.5,2010
262,911,407,V,JamesMadison,0,7,7,7,21,NL,50.5,5500,NL,2010
263,911,408,H,VirginiaTech,7,6,3,0,16,34,33,-17500,14.5,2010
264,911,409,V,AustinPeay,3,14,16,0,33,NL,56,4000,NL,2010
265,911,410,H,MiddleTennSt,14,21,7,14,56,30,29,-12500,13.5,2010
266,911,411,V,EasternKentucky,0,0,7,6,13,NL,43,5500,NL,2010
267,911,412,H,Louisville,0,23,0,0,23,30.5,30,-17500,13,2010
268,911,413,V,MontanaSt,6,7,9,0,22,NL,52,255,NL,2010
269,911,414,H,WashingtonState,0,7,0,16,23,13,7.5,-335,4.5,2010
270,911,415,V,Presbyterian,0,0,7,14,21,NL,64.5,23500,NL,2010
271,911,416,H,Clemson,21,21,10,6,58,46,48,-87500,17,2010
272,911,417,V,GeorgiaSouthern,0,0,7,0,7,NL,49,2900,NL,2010
273,911,418,H,Navy,6,7,0,0,13,27,29.5,-7250,13.5,2010
274,911,419,V,MorganSt,0,0,3,0,3,NL,48.5,10000,NL,2010
275,911,420,H,Maryland,17,28,3,14,62,29,36.5,-32000,14,2010
276,911,421,V,Liberty,14,0,7,6,27,NL,50,320,24,2010
277,911,422,H,BallState,3,0,17,3,23,13,10,-425,7,2010
278,911,423,V,NorthDakota,0,7,7,3,17,NL,47.5,1400,23.5,2010
279,911,424,H,NoIllinois,13,3,0,7,23,25,25,-3050,10.5,2010
280,911,425,V,PrairieView,0,0,7,0,7,NL,55.5,5500,27.5,2010
281,911,426,H,SoMississippi,17,14,3,0,34,30,32,-17500,14,2010
282,911,427,V,NichollsSt,0,14,0,0,14,NL,55.5,2500,28,2010
283,911,428,H,WesternMichigan,7,14,21,7,49,27.5,28,-6250,13,2010
284,911,429,V,TennesseeTech,0,7,0,0,7,NL,60.5,NL,30,2010
285,911,430,H,TCU,21,14,6,21,62,51.5,50.5,NL,21,2010
286,911,431,V,MissouriSt,0,7,3,14,24,NL,47,2400,23,2010
287,911,432,H,KansasState,7,20,14,7,48,29.5,27.5,-6000,13,2010
288,911,433,V,SoIllinois,0,3,0,0,3,NL,52,335,25.5,2010
289,911,434,H,Illinois,14,7,7,7,35,13.5,10.5,-460,4,2010
290,911,435,V,IdahoSt,3,0,0,14,17,NL,59,5500,28.5,2010
291,911,436,H,UtahState,7,10,14,7,38,30.5,31.5,-17500,14,2010
292,911,437,V,NorthernArizona,3,7,10,0,20,NL,58,1600,30.5,2010
293,911,438,H,ArizonaState,7,10,10,14,41,30,24,-4000,12,2010
294,911,439,V,TheCitadel,0,0,3,3,6,NL,55.5,22500,27,2010
295,911,440,H,ArizonaU,7,17,21,7,52,40,43,-82500,18,2010
296,916,101,V,CincinnatiU,0,7,0,12,19,1.5,54.5,110,0.5,2010
297,916,102,H,NCState,14,6,3,7,30,55.5,2,-130,27.5,2010
298,917,103,V,Kansas,0,3,7,6,16,49,52.5,170,24,2010
299,917,104,H,SoMississippi,7,14,7,3,31,4.5,5,-200,1.5,2010
300,917,105,V,California,7,7,10,7,31,2,3,-145,2.5,2010
301,917,106,H,Nevada,7,17,14,14,52,63,67,125,33.5,2010
302,918,107,V,Arkansas,7,10,7,7,31,56,53,105,24.5,2010
303,918,108,H,Georgia,7,0,3,14,24,pk,1.5,-125,2.5,2010
304,918,109,V,Maryland,0,0,14,3,17,47,45,300,20.5,2010
305,918,110,H,WestVirginia,14,7,7,3,31,13.5,10,-360,4,2010
306,918,111,V,IowaState,0,7,10,3,20,49,54.5,165,24,2010
307,918,112,H,KansasState,3,7,7,10,27,5.5,4,-190,1.5,2010
308,918,113,V,BallState,0,0,6,7,13,51,47.5,500,21,2010
309,918,114,H,Purdue,14,0,0,10,24,16.5,16.5,-700,6.5,2010
310,918,115,V,NoIllinois,12,0,0,10,22,47.5,45.5,250,23.5,2010
311,918,116,H,Illinois,7,11,0,10,28,6.5,7,-300,3,2010
312,918,117,V,Connecticut,3,3,10,0,16,4,4.5,-190,3,2010
313,918,118,H,Temple,0,7,7,16,30,49,47.5,165,21,2010
314,918,119,V,Ohio,0,0,0,7,7,44,45,5475,20.5,2010
315,918,120,H,OhioState,17,17,9,0,43,31.5,29.5,-10025,10.5,2010
316,918,121,V,KentState,0,0,0,0,0,44.5,45,996,20.5,2010
317,918,122,H,PennState,14,0,3,7,24,21,21,-1329,9.5,2010
318,918,123,V,GeorgiaTech,14,3,7,6,30,49.5,52.5,130,27,2010
319,918,124,H,NorthCarolina,10,7,7,0,24,1,3,-150,2,2010
320,918,125,V,Vanderbilt,0,14,7,7,28,43,43,350,21.5,2010
321,918,126,H,Mississippi,0,7,7,0,14,11.5,11.5,-450,6,2010
322,918,127,V,EastCarolina,10,14,3,0,27,55.5,60,852,31,2010
323,918,128,H,VirginiaTech,7,14,14,14,49,17,20,-1098,10,2010
324,918,129,V,SanDiegoState,7,7,0,10,24,55.5,58.5,450,28.5,2010
325,918,130,H,Missouri,10,7,3,7,27,15,14.5,-600,7,2010
326,918,131,V,Tulsa,0,7,7,14,28,65,69.5,230,31,2010
327,918,132,H,OklahomaState,20,21,17,7,65,5.5,7,-270,0.5,2010
328,918,133,V,Alabama,28,17,10,7,62,23.5,23.5,-1977,9,2010
329,918,134,H,Duke,3,10,0,0,13,57,57,1403,25.5,2010
330,918,135,V,Hawaii,7,3,3,0,13,54.5,56.5,425,24,2010
331,918,136,H,Colorado,0,0,17,14,31,13.5,13.5,-550,7,2010
332,918,137,V,BYU,0,10,0,0,10,60.5,59,320,27.5,2010
333,918,138,H,FloridaState,3,10,14,7,34,6.5,10.5,-400,6.5,2010
334,918,139,V,ColoradoState,3,0,0,7,10,47,46,250,21,2010
335,918,140,H,MiamiOhio,3,14,7,7,31,7,7.5,-300,2.5,2010
336,918,141,V,Florida,0,7,17,7,31,15,13.5,-490,7,2010
337,918,142,H,TennesseeU,3,0,7,7,17,48,44,390,21,2010
338,918,143,V,USC,7,6,6,13,32,13,11,-470,6,2010
339,918,144,H,MinnesotaU,7,0,7,7,21,53,56,370,26.5,2010
340,918,145,V,WashingtonState,7,7,0,7,21,56,53,1282,27.5,2010
341,918,146,H,SMU,7,7,14,7,35,21,23.5,-1668,11,2010
342,918,147,V,ArizonaState,7,3,3,6,19,48,49,350,24,2010
343,918,148,H,Wisconsin,3,10,7,0,20,17.5,11.5,-450,5,2010
344,918,149,V,Nebraska,14,14,21,7,56,3.5,3,-150,27,2010
345,918,150,H,WashingtonU,7,7,7,0,21,54,51,130,0.5,2010
346,918,151,V,Louisville,0,14,7,7,28,52.5,54.5,902,28,2010
347,918,152,H,OregonState,7,14,14,0,35,14,20.5,-1148,10.5,2010
348,918,153,V,AirForce,3,0,7,14,24,52,53.5,600,24,2010
349,918,154,H,Oklahoma,7,3,17,0,27,16.5,16.5,-800,7,2010
350,918,155,V,CentralMichigan,14,7,14,17,52,11,10.5,-400,3.5,2010
351,918,156,H,EasternMichigan,0,7,7,0,14,47.5,47,320,23.5,2010
352,918,157,V,Baylor,3,0,7,0,10,52,56,1075,25,2010
353,918,158,H,TCU,21,14,3,7,45,21,21.5,-1425,9,2010
354,918,159,V,Marshall,0,14,14,0,28,3,4,-170,3.5,2010
355,918,160,H,BowlingGreen,14,14,0,16,44,51,50.5,150,24.5,2010
356,918,161,V,Navy,7,9,14,7,37,2.5,3,-155,3,2010
357,918,162,H,LouisianaTech,3,20,0,0,23,48,50.5,135,27,2010
